Id,Date,Text,Combined
2091,5.28.2014,Let the 72 day long countdown begin #KimYe,5.28.2014  Let the 72 day long countdown begin #KimYe
2092,5.27.2014,Don’t go Jason Waterfalls,5.27.2014  Don’t go Jason Waterfalls
2093,5.23.2014,My boss can change his own sign. I quit,5.23.2014  My boss can change his own sign. I quit
2094,5.22.2014,We don’t suffer from insanity. We love every minute of it!,5.22.2014  We don’t suffer from insanity. We love every minute of it!
2095,5.21.2014,What does an angry cat say? Are you fluffin kitten me?,5.21.2014  What does an angry cat say? Are you fluffin kitten me?
2096,5.20.2014,I wish you’d look at me the way you look at queso,5.20.2014  I wish you’d look at me the way you look at queso
2097,5.19.2014,We all know that Monday is Friday’s underachieving little brother,5.19.2014  We all know that Monday is Friday’s underachieving little brother
2098,5.16.2014,"A toast to the 3 things that helped you graduate: Google, Redbull & queso","5.16.2014  A toast to the 3 things that helped you graduate: Google, Redbull & queso"
2099,5.15.2014,Apple and Dre Beats together now you know we’re in trouble,5.15.2014  Apple and Dre Beats together now you know we’re in trouble
2100,5.14.2014,It looks like Jay-Z has 100 problems now,5.14.2014  It looks like Jay-Z has 100 problems now
2101,5.13.2014,"Put your phone down while you eat. It’s Tex-Mex, not Text-Mex","5.13.2014  Put your phone down while you eat. It’s Tex-Mex, not Text-Mex"
2102,5.12.2014,Frankly autocorrect I am getting tired of your shirt,5.12.2014  Frankly autocorrect I am getting tired of your shirt
2103,5.9.2014,Good thing Johnny Football made his money in college,5.9.2014  Good thing Johnny Football made his money in college
2104,5.8.2014,What did one taco say to the other?,5.8.2014  What did one taco say to the other?
2105,5.7.2014,Enchiladas! Micheladas! We gotta lada good stuff in here!,5.7.2014  Enchiladas! Micheladas! We gotta lada good stuff in here!
2106,5.6.2014,Our happy hour just got happier,5.6.2014  Our happy hour just got happier
2107,5.5.2014,Cinco de Mayo or Cinco de Drinko,5.5.2014  Cinco de Mayo or Cinco de Drinko
2108,5.2.2014,If you’re reading this sign you’re not watching the road,5.2.2014  If you’re reading this sign you’re not watching the road
2109,5.1.2014,What are Mario’s favorite kind of overalls? Denim denim denim,5.1.2014  What are Mario’s favorite kind of overalls? Denim denim denim
2110,4.30.2014,Do you know why the bike couldn’t stand by itself? It was two tired,4.30.2014  Do you know why the bike couldn’t stand by itself? It was two tired
2111,4.29.2014,We all think we’re smart until we try to turn on someone else’s shower,4.29.2014  We all think we’re smart until we try to turn on someone else’s shower
2112,4.28.2014,Lazy people fact #297432: You were too lazy to read that number,4.28.2014  Lazy people fact #297432: You were too lazy to read that number
2113,4.25.2014,Yankee’s pitchers got more resin than the state of Colorado,4.25.2014  Yankee’s pitchers got more resin than the state of Colorado
2114,4.24.2014,The ACL lineup forgot to add the El Arroyo Taco Man!,4.24.2014  The ACL lineup forgot to add the El Arroyo Taco Man!
2115,4.23.2014,"Outkast, Eminem and Pearl Jam","4.23.2014  Outkast, Eminem and Pearl Jam"
2116,4.22.2014,I tried wearing skinny jeans to ACL but couldn’t pull them off,4.22.2014  I tried wearing skinny jeans to ACL but couldn’t pull them off
2117,4.21.2014,I couldn’t figure out how to fasten my seat belt then it clicked,4.21.2014  I couldn’t figure out how to fasten my seat belt then it clicked
2118,4.17.2014,If you try to fail and succeed which have you done?,4.17.2014  If you try to fail and succeed which have you done?
2119,4.16.2014,Tax Day is over but ritas cure intaxication hangovers!,4.16.2014  Tax Day is over but ritas cure intaxication hangovers!
2120,4.15.2014,Children may be deductible but they are still taxing,4.15.2014  Children may be deductible but they are still taxing
2121,4.14.2014,Monday already? You have guac to be kidding me,4.14.2014  Monday already? You have guac to be kidding me
2122,4.11.2014,Spring flings start with spring drinks at El Arroyo,4.11.2014  Spring flings start with spring drinks at El Arroyo
2123,4.10.2014,A selfie a day keeps everyone away,4.10.2014  A selfie a day keeps everyone away
2124,4.9.2014,"Summer sun, something’s begun, but oh those El Arroyo nights","4.9.2014  Summer sun, something’s begun, but oh those El Arroyo nights"
2125,4.8.2014,I wish I was as thin as my patience,4.8.2014  I wish I was as thin as my patience
2126,4.7.2014,“Poundsign whatssahastag?” – Your Dad,4.7.2014  “Poundsign whatssahastag?” – Your Dad
2127,4.4.2014,Borracho beans aren’t just for drunks,4.4.2014  Borracho beans aren’t just for drunks
2128,4.3.2014,Better title: How I Settled for your Mother,4.3.2014  Better title: How I Settled for your Mother
2129,4.2.2014,"“Trust me, you can dance” – Margarita","4.2.2014  “Trust me, you can dance” – Margarita"
2130,4.1.2014,4-1: The day we are reminded of what we are the other 364,4.1.2014  4-1: The day we are reminded of what we are the other 364
2131,3.31.2014,What is Bruce Lee’s favorite drink? Wataaaaaah!,3.31.2014  What is Bruce Lee’s favorite drink? Wataaaaaah!
2132,3.28.2014,Crossfit. What starts in the gym ends on Facebook,3.28.2014  Crossfit. What starts in the gym ends on Facebook
2133,3.27.2014,It’s a good thing we don’t get as much Gov’t as we pay for,3.27.2014  It’s a good thing we don’t get as much Gov’t as we pay for
2134,3.26.2014,"Love your enemies, it makes them so mad!","3.26.2014  Love your enemies, it makes them so mad!"
2135,3.25.2014,Best way to a man’s heart? A fist from Chuck Norris!,3.25.2014  Best way to a man’s heart? A fist from Chuck Norris!
2136,3.24.2014,You don’t have to be crazy to work here. We’ll train you!,3.24.2014  You don’t have to be crazy to work here. We’ll train you!
2137,3.21.2014,Why do lazy people take the time to blame their iPhones for typos?,3.21.2014  Why do lazy people take the time to blame their iPhones for typos?
2138,3.20.2014,Margaritas as cold as your ex girlfriends heart,3.20.2014  Margaritas as cold as your ex girlfriends heart
2139,3.19.2014,I used to be addicted to soap but I’m clean now,3.19.2014  I used to be addicted to soap but I’m clean now
2140,3.18.2014,Need a job? Let’s taco bout it!,3.18.2014  Need a job? Let’s taco bout it!
2141,3.17.2014,St. Patrick’s Day: Best day to show how green Austin really is,3.17.2014  St. Patrick’s Day: Best day to show how green Austin really is
2142,3.14.2014,Write a song about never being royal,3.14.2014  Write a song about never being royal
2143,3.13.2014,Hopefully Matthew McConaughey started the UT winning streak of 2014,3.13.2014  Hopefully Matthew McConaughey started the UT winning streak of 2014
2144,3.12.2014,Jimmy K twerks for El Arroyo queso #jimmyeatqueso,3.12.2014  Jimmy K twerks for El Arroyo queso #jimmyeatqueso
2145,3.11.2014,Welcome SXSWers,3.11.2014  Welcome SXSWers
2146,3.10.2014,Do yourself a favor and join us for HH 4-7 Mon – Fri,3.10.2014  Do yourself a favor and join us for HH 4-7 Mon – Fri
2147,3.7.2014,Why does John Travolta keep calling us Elroy?,3.7.2014  Why does John Travolta keep calling us Elroy?
2148,3.6.2014,"Fat Tuesday, Ash Wednesday, Margarita Thursday","3.6.2014  Fat Tuesday, Ash Wednesday, Margarita Thursday"
2149,3.5.2014,And the Oscar goes to the naked bongo player from Austin,3.5.2014  And the Oscar goes to the naked bongo player from Austin
2150,3.4.2014,Mardi Gras: It’s all fun and games until it’s your daughter,3.4.2014  Mardi Gras: It’s all fun and games until it’s your daughter
2151,3.3.2014,"No matter where you’re from, you’re dreams are valid. – Lupita","3.3.2014  No matter where you’re from, you’re dreams are valid. – Lupita"
2152,2.28.2014,Get your chips for nothing and your salsa for free,2.28.2014  Get your chips for nothing and your salsa for free
2153,2.27.2014,Give everything but up,2.27.2014  Give everything but up
2154,2.26.2014,My Grandfather has the heart of a lion and a lifetime ban from the zoo,2.26.2014  My Grandfather has the heart of a lion and a lifetime ban from the zoo
2155,2.25.2014,"Change is inevitable, except for a vending machine","2.25.2014  Change is inevitable, except for a vending machine"
2156,2.24.2014,Get your facts first and then you can distort them as you please,2.24.2014  Get your facts first and then you can distort them as you please
2157,2.21.2014,Win or lose Russia still gets Beiber!,2.21.2014  Win or lose Russia still gets Beiber!
2158,2.20.2014,Keep calm and tequila on!,2.20.2014  Keep calm and tequila on!
2159,2.19.2014,"When life gives you melons, you might be dyslexic.","2.19.2014  When life gives you melons, you might be dyslexic."
2160,2.18.2014,Eating and driving is dangerous,2.18.2014  Eating and driving is dangerous
2161,2.17.2014,"When you get to the end of your rope, tie a knot and hang on – FDR","2.17.2014  When you get to the end of your rope, tie a knot and hang on – FDR"
2162,2.14.2014,Nothing says I love you like a kiss,2.14.2014  Nothing says I love you like a kiss
2163,2.13.2014,Why do they call it rush hour when nothing moves?,2.13.2014  Why do they call it rush hour when nothing moves?
2164,2.12.2014,"We will miss you surely, Shirley. RIP Shirley Temple","2.12.2014  We will miss you surely, Shirley. RIP Shirley Temple"
2165,2.11.2014,If Apple made a car would it have Windows?,2.11.2014  If Apple made a car would it have Windows?
2166,2.10.2014,Allergy Forecast: Ridiculously annoying bless you!,2.10.2014  Allergy Forecast: Ridiculously annoying bless you!
2167,2.7.2014,I miss hating the summer heat,2.7.2014  I miss hating the summer heat
2168,2.6.2014,Chips and salsa are mexcellent,2.6.2014  Chips and salsa are mexcellent
2169,2.5.2014,Go home Winter! You’re drunk!,2.5.2014  Go home Winter! You’re drunk!
2170,2.4.2014,"Hey Manning, at least Papa Johns delivers.","2.4.2014  Hey Manning, at least Papa Johns delivers."
2171,2.3.2014,“Creating something is all about problem-solving” RIP P.S. Hoffman,2.3.2014  “Creating something is all about problem-solving” RIP P.S. Hoffman
2172,1.31.2014,Suiza got some awesome enchiladas!,1.31.2014  Suiza got some awesome enchiladas!
2173,1.30.2014,Shamelessly self-promoting since 1975,1.30.2014  Shamelessly self-promoting since 1975
2174,1.29.2014,300 wrecks? Apparently ice is the only way to get cars off the road in ATX,1.29.2014  300 wrecks? Apparently ice is the only way to get cars off the road in ATX
2175,1.28.2014,Don’t let this weather ice-olate you. Come in for a hot queso,1.28.2014  Don’t let this weather ice-olate you. Come in for a hot queso
2176,1.27.2014,Ryan Lewis is to Macklemore as DJ Jazzy Jeff is to the Fresh Prince,1.27.2014  Ryan Lewis is to Macklemore as DJ Jazzy Jeff is to the Fresh Prince
2177,1.23.2014,"Dogs have masters, cats have staff","1.23.2014  Dogs have masters, cats have staff"
2178,1.22.2014,Now hiring: People immune to cedar fever AKA superheroes,1.22.2014  Now hiring: People immune to cedar fever AKA superheroes
2179,1.21.2014,"Best ritas in the game! Try us against mediocre ritas, same result everytime","1.21.2014  Best ritas in the game! Try us against mediocre ritas, same result everytime"
2180,1.20.2014,Our lives begin to end the day we become silent about things that matter – MLK,1.20.2014  Our lives begin to end the day we become silent about things that matter – MLK
2181,1.17.2014,Remember: Keep Austin Weird but yourself even weirder,1.17.2014  Remember: Keep Austin Weird but yourself even weirder
2182,1.16.2014,If I put a white flag in my vanilla is it French vanilla?,1.16.2014  If I put a white flag in my vanilla is it French vanilla?
2183,1.15.2014,What time does Sean Connery get to Wimbledon? Tennish,1.15.2014  What time does Sean Connery get to Wimbledon? Tennish
2184,1.14.2014,Take a hike! Then come in and relax with a cold margarita,1.14.2014  Take a hike! Then come in and relax with a cold margarita
2185,1.13.2014,"For us, the Golden Globes were tiny planets covered in queso","1.13.2014  For us, the Golden Globes were tiny planets covered in queso"
2186,1.10.2014,"Come in & if we really like you, we’ll stuff your avocado","1.10.2014  Come in & if we really like you, we’ll stuff your avocado"
2187,1.9.2014,Auto correct has become my own worst enema,1.9.2014  Auto correct has become my own worst enema
2188,1.8.2014,Surprise your liver… drink a glass of water,1.8.2014  Surprise your liver… drink a glass of water
2189,1.7.2014,Can’t decide to have a beer or a margarita? Have both with our Corona-rita!,1.7.2014  Can’t decide to have a beer or a margarita? Have both with our Corona-rita!
2190,1.6.2014,Welcome to Texas Coach!,1.6.2014  Welcome to Texas Coach!
2191,1.3.2014,This just in! It’s really really cold,1.3.2014  This just in! It’s really really cold
2192,1.2.2014,Start off your year right with grab n go breakfast tacos Mon-Fri 7AM-10AM,1.2.2014  Start off your year right with grab n go breakfast tacos Mon-Fri 7AM-10AM
2193,12.31.2013,Thanks for 16 great years Mack Brown,12.31.2013  Thanks for 16 great years Mack Brown
2194,12.30.2013,Il= will not rest until I find a cure for my insomnia.,12.30.2013  Il= will not rest until I find a cure for my insomnia.
2195,12.27.2013,Unattended children will be given espresso and a free puppy,12.27.2013  Unattended children will be given espresso and a free puppy
2196,12.26.2013,“I saw that” – Karma,12.26.2013  “I saw that” – Karma
2197,12.23.2013,Hashtags express so much #eatqueso,12.23.2013  Hashtags express so much #eatqueso
2198,12.20.2013,That’s what they get for talking to Phil,12.20.2013  That’s what they get for talking to Phil
2199,12.19.2013,I went to a vegan restaurant once.. Wait it was just a florist,12.19.2013  I went to a vegan restaurant once.. Wait it was just a florist
2200,12.18.2013,How do sheep in Spain say Christmas? Fleece Navidad!,12.18.2013  How do sheep in Spain say Christmas? Fleece Navidad!
2201,12.17.2013,"If a telemarketer calls, hand the phone to a child & tell them it’s Santa","12.17.2013  If a telemarketer calls, hand the phone to a child & tell them it’s Santa"
2202,12.16.2013,The Christmas alphabet has noel.,12.16.2013  The Christmas alphabet has noel.
2203,12.13.2013,Life has no remote. Get up and change it yourself.,12.13.2013  Life has no remote. Get up and change it yourself.
2204,12.12.2013,Everyone is entitled to their own opinion except those who do not like bacon,12.12.2013  Everyone is entitled to their own opinion except those who do not like bacon
2205,12.11.2013,It’s the most wonderful time for a beer!,12.11.2013  It’s the most wonderful time for a beer!
2206,12.10.2013,Really? Wow! The only two things I say to kids,12.10.2013  Really? Wow! The only two things I say to kids
2207,12.9.2013,MoPac taking a toll on our lives,12.9.2013  MoPac taking a toll on our lives
2208,12.6.2013,"“It always seems impossible until it’s done”
RIP Nelson Mandela","12.6.2013  “It always seems impossible until it’s done”
RIP Nelson Mandela"
2209,12.5.2013,Drake with Nike: Shoes for your feelings,12.5.2013  Drake with Nike: Shoes for your feelings
2210,12.4.2013,I want a partner with a great sense of humor about being a supermodel,12.4.2013  I want a partner with a great sense of humor about being a supermodel
2211,12.3.2013,Don’t treat hunger like a game… Come get a taco,12.3.2013  Don’t treat hunger like a game… Come get a taco
2212,12.2.2013,Cyber Monday: Finally a reason to legitimately appear focused at work,12.2.2013  Cyber Monday: Finally a reason to legitimately appear focused at work
2213,11.27.2013,Margaritas go great with in-laws,11.27.2013  Margaritas go great with in-laws
2214,11.26.2013,Thank you JB for all the years of devotion,11.26.2013  Thank you JB for all the years of devotion
2215,11.25.2013,Tamales are like kids,11.25.2013  Tamales are like kids
2216,11.22.2013,"In queso you were wondering, we’re open Thanksgiving","11.22.2013  In queso you were wondering, we’re open Thanksgiving"
2217,11.21.2013,Gas is pretty cheap considering you’re buying explosive liquid dinosaurs,11.21.2013  Gas is pretty cheap considering you’re buying explosive liquid dinosaurs
2218,11.20.2013,"30+ and single? There’s an app for that. Wait my mistake, a cat.","11.20.2013  30+ and single? There’s an app for that. Wait my mistake, a cat."
2219,11.19.2013,"Great news Austin bikers, the invisible helmet exists!","11.19.2013  Great news Austin bikers, the invisible helmet exists!"
2220,11.18.2013,Game changer: Let’s just make macaroni out of cheese,11.18.2013  Game changer: Let’s just make macaroni out of cheese
2221,11.15.2013,I’m an acquired taste. If you don’t like me acquire some taste.,11.15.2013  I’m an acquired taste. If you don’t like me acquire some taste.
2222,11.14.2013,"Whelp, winter was great. Time for boat season again yet?","11.14.2013  Whelp, winter was great. Time for boat season again yet?"
2223,11.13.2013,What did the zero say to the 8? Nice belt,11.13.2013  What did the zero say to the 8? Nice belt
2224,11.12.2013,I remember when yoga was called Twister,11.12.2013  I remember when yoga was called Twister
2225,11.11.2013,They cared not for themselves but for the nation,11.11.2013  They cared not for themselves but for the nation
2226,11.8.2013,The people who make bubble wrap must have amazing self-control,11.8.2013  The people who make bubble wrap must have amazing self-control
2227,11.7.2013,I don’t have a drinking problem I’m just really thirsty.,11.7.2013  I don’t have a drinking problem I’m just really thirsty.
2228,11.6.2013,I’m not lazy I’m just saving energy,11.6.2013  I’m not lazy I’m just saving energy
2229,11.5.2013,Dear LOL: Thank you for being there when I have nothing else to say.,11.5.2013  Dear LOL: Thank you for being there when I have nothing else to say.
2230,11.4.2013,Don’t flatter yourself. Any type of milkshake brings me to the yard.,11.4.2013  Don’t flatter yourself. Any type of milkshake brings me to the yard.
2231,11.1.2013,We are friends until the nachos arrive on the table. Then we are mortal enemies!!,11.1.2013  We are friends until the nachos arrive on the table. Then we are mortal enemies!!
2232,10.31.2013,♫ Hit me with your best guac ♫,10.31.2013  ♫ Hit me with your best guac ♫
2233,10.30.2013,Life would be much better if pinatas were randomly placed throughout your day,10.30.2013  Life would be much better if pinatas were randomly placed throughout your day
2234,10.29.2013,I know I’m single because I didn’t forward that chain email in 2008,10.29.2013  I know I’m single because I didn’t forward that chain email in 2008
2235,10.28.2013,Can the chicken just cross the road without his motives being questioned???,10.28.2013  Can the chicken just cross the road without his motives being questioned???
2236,10.25.2013,People in sleeping bags are like soft tacos for bears,10.25.2013  People in sleeping bags are like soft tacos for bears
2237,10.24.2013,Kim K is engaged??? We didn’t know she was divorced yet…,10.24.2013  Kim K is engaged??? We didn’t know she was divorced yet…
2238,10.23.2013,What happens in Vegas doesn’t stay in Vegas. It goes on Facebook!,10.23.2013  What happens in Vegas doesn’t stay in Vegas. It goes on Facebook!
2239,10.22.2013,"Sole purpose of a kid’s middle name – realizing you’re in big, big trouble!","10.22.2013  Sole purpose of a kid’s middle name – realizing you’re in big, big trouble!"
2240,10.21.2013,The shinbone is a device for finding furniture in a dark room,10.21.2013  The shinbone is a device for finding furniture in a dark room
2241,10.18.2013,Yay. The return of Big Brother.. Did you enjoy your privacy?,10.18.2013  Yay. The return of Big Brother.. Did you enjoy your privacy?
2242,10.17.2013,60 degrees,10.17.2013  60 degrees
2243,10.16.2013,Never test how deep the water is with both feet,10.16.2013  Never test how deep the water is with both feet
2244,10.15.2013,If swimming is such great cardio explain manatees,10.15.2013  If swimming is such great cardio explain manatees
2245,10.14.2013,We aren’t grownups we simply learned how to act in public,10.14.2013  We aren’t grownups we simply learned how to act in public
2246,10.11.2013,Where there is a will I want to be in it,10.11.2013  Where there is a will I want to be in it
2247,10.10.2013,"What is Forrest Gump’s password?
1FORREST1","10.10.2013  What is Forrest Gump’s password?
1FORREST1"
2248,10.9.2013,"If I agreed with you, we’d both be wrong","10.9.2013  If I agreed with you, we’d both be wrong"
2249,10.8.2013,"How do you wake up Lady Gaga?
Poker face!","10.8.2013  How do you wake up Lady Gaga?
Poker face!"
2250,10.7.2013,"Wisc. refuses to close parks, offers Congress a lesson in common sense","10.7.2013  Wisc. refuses to close parks, offers Congress a lesson in common sense"
2251,10.4.2013,I didn’t know cured ham had a disease,10.4.2013  I didn’t know cured ham had a disease
2252,10.3.2013,Rita night conveniently located between MoPark & I-Cry 35,10.3.2013  Rita night conveniently located between MoPark & I-Cry 35
2253,10.2.2013,Gov’t shutdown? Hmmm… I didn’t know that they were working,10.2.2013  Gov’t shutdown? Hmmm… I didn’t know that they were working
2254,10.1.2013,Thanks for the memories James. A true Longhorn legend.,10.1.2013  Thanks for the memories James. A true Longhorn legend.
2255,9.30.2013,"Google turns 15
Now it’s really going to think it knows everything","9.30.2013  Google turns 15
Now it’s really going to think it knows everything"
2256,9.27.2013,Sometimes I wake up grumpy other times I let her sleep!,9.27.2013  Sometimes I wake up grumpy other times I let her sleep!
2257,9.26.2013,Filibusters? Shutdowns? Who needs it? Grab a rita and chill,9.26.2013  Filibusters? Shutdowns? Who needs it? Grab a rita and chill
2258,9.25.2013,Dumb and Dumber 2 filming now. So… you’re telling me there’s a chance,9.25.2013  Dumb and Dumber 2 filming now. So… you’re telling me there’s a chance
2259,9.24.2013,What’s your sign? Mine changes everyday,9.24.2013  What’s your sign? Mine changes everyday
2260,9.23.2013,Wear a shirt that says “Life” then hand out lemons on the street.,9.23.2013  Wear a shirt that says “Life” then hand out lemons on the street.
2261,9.20.2013,¿What if soy milk is just regular milk introducing itself in Spanish?,9.20.2013  ¿What if soy milk is just regular milk introducing itself in Spanish?
2262,9.19.2013,Our fish tacos are invincible,9.19.2013  Our fish tacos are invincible
2263,9.18.2013,"Hey Mike
Hey Mike
What day is it? Ya, you know","9.18.2013  Hey Mike
Hey Mike
What day is it? Ya, you know"
2264,9.17.2013,People who say they sleep like a baby usually don’t have one,9.17.2013  People who say they sleep like a baby usually don’t have one
2265,9.16.2013,Apple’s answer to the Google Glass: The iPatch,9.16.2013  Apple’s answer to the Google Glass: The iPatch
2266,9.13.2013,"In queso you haven’t heard, we support Andi’s army","9.13.2013  In queso you haven’t heard, we support Andi’s army"
2267,9.12.2013,Will twerk for margaritas and unlike Kimmel it’s no joke,9.12.2013  Will twerk for margaritas and unlike Kimmel it’s no joke
2268,9.11.2013,"12 years later
Always in our hearts
Never forget 9-11-01","9.11.2013  12 years later
Always in our hearts
Never forget 9-11-01"
2269,9.10.2013,Is it a pun if a flour tortilla is shaped like a flower?,9.10.2013  Is it a pun if a flour tortilla is shaped like a flower?
2270,9.9.2013,"I am nobody
Nobody is perfect therefore I am perfect","9.9.2013  I am nobody
Nobody is perfect therefore I am perfect"
2271,9.6.2013,Who knew Bill Nye the Science Guy could dance?,9.6.2013  Who knew Bill Nye the Science Guy could dance?
2272,9.5.2013,“Don’t believe everything you read on the internet” – Abraham Lincoln,9.5.2013  “Don’t believe everything you read on the internet” – Abraham Lincoln
2273,9.4.2013,Why so Syria??,9.4.2013  Why so Syria??
2274,9.3.2013,“Find a way” – Diana Nyad,9.3.2013  “Find a way” – Diana Nyad
2275,8.30.2013,"Still don’t have LHN? We still do
Watch here Sat
UT vs NMSU 7PM","8.30.2013  Still don’t have LHN? We still do
Watch here Sat
UT vs NMSU 7PM"
2276,8.29.2013,If the pen doesn’t fit you must acquit Johnny!,8.29.2013  If the pen doesn’t fit you must acquit Johnny!
2277,8.28.2013,Awesome enough to work here? Come in & apply and give it a try,8.28.2013  Awesome enough to work here? Come in & apply and give it a try
2278,8.27.2013,“Looks like Miley took a little tumble after the climb”,8.27.2013  “Looks like Miley took a little tumble after the climb”
2279,8.26.2013,"Back to school avocado, burritos, chips and queso
The ABC’s of Tex-Mex","8.26.2013  Back to school avocado, burritos, chips and queso
The ABC’s of Tex-Mex"
2280,8.23.2013,ATX Mex at its finest.,8.23.2013  ATX Mex at its finest.
2281,8.22.2013,We’re as excited about our ritas as that kid at Georgia Tech,8.22.2013  We’re as excited about our ritas as that kid at Georgia Tech
2282,8.21.2013,“I hate Tex-Mex… said no one ever”,8.21.2013  “I hate Tex-Mex… said no one ever”
2283,8.20.2013,Beauty is in the eye of the beer holder,8.20.2013  Beauty is in the eye of the beer holder
2284,8.19.2013,One more week of summer so… Let’s treat every hour like happy hour,8.19.2013  One more week of summer so… Let’s treat every hour like happy hour
2285,8.16.2013,We bring the chips so you don’t have toooo,8.16.2013  We bring the chips so you don’t have toooo
2286,8.15.2013,Back to school sorrows cured here with Rita Day!,8.15.2013  Back to school sorrows cured here with Rita Day!
2287,8.14.2013,Avoca-don’t you wanna put em on your enchilada?,8.14.2013  Avoca-don’t you wanna put em on your enchilada?
2288,8.13.2013,No blurred lines here,8.13.2013  No blurred lines here
2289,8.12.2013,Get out your winter coats it may be below 100 today,8.12.2013  Get out your winter coats it may be below 100 today
2290,8.9.2013,,8.9.2013  
2291,8.8.2013,Shall I compare thee to a summer day? You make me hot and uncomfortable,8.8.2013  Shall I compare thee to a summer day? You make me hot and uncomfortable
2292,8.7.2013,"Shark Week
“We’re gonna need a bigger burrito”","8.7.2013  Shark Week
“We’re gonna need a bigger burrito”"
2293,8.6.2013,VY to Green Bay,8.6.2013  VY to Green Bay
2294,8.5.2013,A-Rod files for unemployment,8.5.2013  A-Rod files for unemployment
2295,8.2.2013,"Fantasy football, the only way for Cowboys to win","8.2.2013  Fantasy football, the only way for Cowboys to win"
2296,8.1.2013,Strawberry margaritas… Just spreading the fruit,8.1.2013  Strawberry margaritas… Just spreading the fruit
2297,7.31.2013,Manziel’s a loose cannon? That’s odd. Aggies are usually so normal.,7.31.2013  Manziel’s a loose cannon? That’s odd. Aggies are usually so normal.
2298,7.30.2013,Spitzer says no to Weiner. Weiner sends Spitzer photo of the bird,7.30.2013  Spitzer says no to Weiner. Weiner sends Spitzer photo of the bird
2299,7.29.2013,Hunter Mahan. Only golfer to leave his wife while winning.,7.29.2013  Hunter Mahan. Only golfer to leave his wife while winning.
2300,7.26.2013,Kim Kardashian: True body by queso,7.26.2013  Kim Kardashian: True body by queso
2301,7.25.2013,"In some small island nations, El Arroyo translates as the God of tacos & beer","7.25.2013  In some small island nations, El Arroyo translates as the God of tacos & beer"
2302,7.24.2013,"In other news, a lot of other babies were born on 7-22-13","7.24.2013  In other news, a lot of other babies were born on 7-22-13"
2303,7.23.2013,"Kate the Great did dilate
He did come late it must be fate","7.23.2013  Kate the Great did dilate
He did come late it must be fate"
2304,7.22.2013,Treaty Oak Pepperita now here! A little spice is nice!,7.22.2013  Treaty Oak Pepperita now here! A little spice is nice!
2305,7.19.2013,"Never gonna give u up, let u down, run around, but we’ll desert u.","7.19.2013  Never gonna give u up, let u down, run around, but we’ll desert u."
2306,7.18.2013,Marga Rita Holy Grail drops everyday,7.18.2013  Marga Rita Holy Grail drops everyday
2307,7.17.2013,Hard drive crash get all files back – www.tsa.gov/files,7.17.2013  Hard drive crash get all files back – www.tsa.gov/files
2308,7.16.2013,"1 in every 10,000 chips is magical
Come test your luck","7.16.2013  1 in every 10,000 chips is magical
Come test your luck"
2309,7.15.2013,I got 99 problems but the ditch ain’t one,7.15.2013  I got 99 problems but the ditch ain’t one
2310,7.12.2013,There’s 2 kinds of people: Nose pickers and liars,7.12.2013  There’s 2 kinds of people: Nose pickers and liars
2311,7.11.2013,Margarita Thursday- Our bartender can beat up your therapist!,7.11.2013  Margarita Thursday- Our bartender can beat up your therapist!
2312,7.10.2013,I’ll take a bottle of your finest wine and twenty bucks on pump 3,7.10.2013  I’ll take a bottle of your finest wine and twenty bucks on pump 3
2313,7.9.2013,A spoonful of queso helps the medicine go down,7.9.2013  A spoonful of queso helps the medicine go down
2314,7.8.2013,We’re pretty sure the NSA doesn’t monitor Tex-Mex intake,7.8.2013  We’re pretty sure the NSA doesn’t monitor Tex-Mex intake
2315,7.3.2013,Are you a tamale? Cuz you’re hot!!,7.3.2013  Are you a tamale? Cuz you’re hot!!
2316,7.2.2013,"Pigs are magical animals, they turn vegetables into bacon","7.2.2013  Pigs are magical animals, they turn vegetables into bacon"
2317,7.1.2013,"We don’t always eat Tex-Mex, but when we do, we prefer the ditch","7.1.2013  We don’t always eat Tex-Mex, but when we do, we prefer the ditch"
2318,6.28.2013,Now hiring seasonal position. Coat check attendant,6.28.2013  Now hiring seasonal position. Coat check attendant
2319,6.27.2013,Are you hot? Meet our friend rita! She’s cool!,6.27.2013  Are you hot? Meet our friend rita! She’s cool!
2320,6.26.2013,It’s hard to explain puns to a klepto they’re always taking things literally,6.26.2013  It’s hard to explain puns to a klepto they’re always taking things literally
2321,6.25.2013,67 days ’til kickoff! Hook ’em Horns!,6.25.2013  67 days ’til kickoff! Hook ’em Horns!
2322,6.24.2013,,6.24.2013  
2323,6.21.2013,,6.21.2013  
2324,6.20.2013,It’s true… We like our own status updates on Facebook,6.20.2013  It’s true… We like our own status updates on Facebook
2325,6.19.2013,"When life throws tomatoes at you, make salsa!","6.19.2013  When life throws tomatoes at you, make salsa!"
2326,6.18.2013,We’re known for having a pretty big ditch,6.18.2013  We’re known for having a pretty big ditch
2327,6.17.2013,"People say I’m childish, but they’re just being poopy heads.","6.17.2013  People say I’m childish, but they’re just being poopy heads."
2328,6.14.2013,They’re going there with their friends… It’s not rocket science,6.14.2013  They’re going there with their friends… It’s not rocket science
2329,6.13.2013,Welcome bikers,6.13.2013  Welcome bikers
2330,6.12.2013,I hate it when sentences don’t end the way I think they octopus,6.12.2013  I hate it when sentences don’t end the way I think they octopus
